0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0
2,0,8,8,0,1,0,0,0,0,0,0,0
0,0,3,3,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0,0,0,0
1,0,3,2,0,0,0,0,0,0,0,0,0
2,0,9,3,0,0,0,0,0,0,0,0,0
1,1,8,2,0,0,0,0,0,0,0,0,0
2,0,8,5,0,0,0,1,1,0,0,0,0
1,1,4,2,0,1,0,1,0,0,0,0,0
0,0,1,1,0,1,0,1,0,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,0,1
1,0,5,1,0,0,0,1,1,0,0,1,0
1,0,4,2,0,0,0,0,0,0,0,0,0
1,0,7,0,0,0,1,1,0,0,0,0,0
1,0,3,0,0,0,0,2,1,0,0,1,0
2,1,3,2,0,0,0,0,0,0,0,1,0
1,0,5,4,0,0,0,0,0,0,0,0,0
3,0,1,3,0,0,0,0,1,0,0,0,0
1,1,5,3,0,0,0,0,0,0,0,0,0
4,0,7,4,0,0,0,0,0,0,0,0,0
3,0,4,1,0,0,0,0,1,0,0,0,0
1,0,8,4,0,0,0,2,0,0,0,0,0
3,0,4,4,0,0,0,0,0,1,0,0,0
7,2,16,11,0,1,1,0,0,0,0,0,0
4,0,7,4,0,0,0,1,1,0,0,0,0
3,1,9,4,0,0,0,1,0,0,0,0,0
2,1,5,4,0,0,0,0,0,0,0,0,0
6,0,16,4,0,0,1,0,0,0,0,0,0
2,0,6,5,0,1,0,0,0,0,0,0,0
3,1,6,3,0,0,0,0,0,0,0,0,1
1,0,3,4,0,0,0,1,0,0,0,0,0
3,0,3,11,0,0,0,0,0,0,0,0,0
2,0,6,10,0,1,1,2,0,0,0,0,0
4,0,5,11,0,0,1,0,0,0,0,0,0
1,0,6,30,0,0,0,1,0,0,0,0,0
4,0,5,8,0,0,0,0,1,0,0,0,0
0,0,4,9,1,0,0,0,0,0,0,0,0
1,0,4,15,0,1,0,0,1,0,0,0,0
2,0,1,6,0,0,0,0,0,0,0,0,0
3,0,3,6,0,0,1,0,1,0,0,1,0
4,0,3,6,0,0,0,0,0,0,0,1,0
3,0,4,5,1,0,0,0,0,0,0,0,0
2,0,12,17,0,0,0,1,0,0,0,0,0
1,0,2,9,0,0,0,2,0,1,0,0,0
1,0,1,3,0,0,0,1,0,0,0,0,0
0,0,1,4,0,0,0,0,0,0,0,0,0
4,0,0,3,0,0,0,0,0,0,0,0,0
2,0,1,4,0,0,0,0,0,0,0,0,0
1,0,3,14,0,0,0,0,0,0,0,0,0
4,0,6,11,0,0,0,0,0,0,0,0,0
1,0,1,11,0,0,0,0,0,0,0,0,0
0,0,3,7,0,0,0,0,0,0,0,0,0
2,0,2,9,1,0,0,0,0,0,0,0,0
3,0,6,6,0,0,0,0,0,0,0,0,0
2,0,7,6,1,0,0,2,0,0,0,0,0
5,0,7,3,0,0,0,0,2,0,0,0,0
2,0,4,3,0,0,0,1,3,0,0,0,0
5,0,5,1,0,0,0,1,0,0,0,0,0
0,0,4,0,1,1,1,0,0,0,0,0,0
0,0,3,1,0,0,0,1,0,0,0,0,0
1,0,2,2,1,0,0,0,0,0,0,0,0
